gender,age,height,weight,race,major,year,centre
Male,20.56,169.32,64.85,White,Environmental Sciences,2000,Campus
Female,19.95,169.13,64.56,White,Social Sciences,2002,Campus
Female,20.73,170.9,65.84,White,Biology,2001,Online
Female,19.85,169.18,63.58,White,Biology,2000,Online
Female,20.44,170.42,65.65,White,Political Science,2002,Online
Female,20.98,171.56,65.21,White,Environmental Sciences,2001,Online
Female,21.38,171.19,66.86,White,Economics and Finance,2000,Online
Female,21.15,170.54,65.48,White,Biology,2002,Campus
Female,17.86,168.64,64.56,White,Biology,2001,Campus
Female,20.57,171.36,65.53,White,Political Science,2000,Online
Male,21.57,170.59,64.66,White,Economics and Finance,2002,Campus
Male,20.41,171.19,66,White,Mathematics and Statistics,2001,Online
Male,18.42,168.66,64.53,White,Environmental Sciences,2000,Online
Male,20.23,169.35,65.5,White,Economics and Finance,2002,Campus
Female,20.25,170.71,66.15,White,Environmental Sciences,2001,Online
Female,20.37,170.31,65.58,White,Political Science,2000,Online
Female,18.66,168.09,64.12,White,Social Sciences,2002,Campus
Male,19.17,169.13,64.31,White,Biology,2001,Online
Male,19.93,169.77,63.14,White,Economics and Finance,2000,Campus
Female,20.35,171.11,64.75,White,Environmental Sciences,2002,Campus
Male,19.15,168.64,63.76,White,Environmental Sciences,2001,Online
Female,20.02,170.3,65.02,White,Environmental Sciences,2000,Online
Female,19.53,169.46,65.33,White,Economics and Finance,2002,Online
Male,19.34,168.89,64.76,White,Biology,2001,Online
Female,21.53,171.34,67.4,White,Political Science,2000,Online
Male,19.95,170.98,66,White,Political Science,2002,Online
Male,20.17,170.78,64.93,White,Political Science,2001,Online
Male,18.16,169.08,63.91,White,Biology,2000,Online
Female,21.23,170.55,66.42,White,Biology,2002,Online
Male,20.82,170.5,64.94,White,Environmental Sciences,2001,Campus
Female,20.02,170.82,66.19,White,Biology,2000,Online
Female,19.01,169.88,64.8,White,Environmental Sciences,2002,Online
Female,18.83,168.84,64.49,White,Economics and Finance,2001,Online
Male,20.84,170.24,64.09,White,Biology,2000,Online
Male,20.69,170.67,64.7,White,Mathematics and Statistics,2002,Online
Male,19.95,169.79,65.42,White,Political Science,2001,Online
Male,19.46,170.17,65.21,White,Economics and Finance,2000,Campus
Male,20.48,170.61,66.18,White,Political Science,2002,Online
Male,19.55,169.07,63.58,White,Environmental Sciences,2001,Online
Female,20.46,171.81,66.38,White,Biology,2000,Online
Female,19.35,169.76,62.55,White,Biology,2002,Campus
Male,18.88,169.6,63.74,White,Biology,2001,Online
Male,20.75,169.03,64.76,White,Mathematics and Statistics,2000,Campus
Male,21.94,170.33,66.39,White,Mathematics and Statistics,2002,Online
Male,20.7,170.57,65.09,White,Environmental Sciences,2001,Online
Male,20.8,170.35,66.51,White,Biology,2000,Online
Female,20.32,170.24,65.71,White,Economics and Finance,2002,Campus
Male,20.17,170.56,66.46,White,Biology,2001,Online
Female,20,169.88,64.16,White,Political Science,2000,Campus
Female,19.5,168.65,64.3,White,Environmental Sciences,2002,Online
Male,20.28,171.31,66.69,White,Economics and Finance,2001,Online
Female,18.67,167.88,64.12,White,Political Science,2000,Campus
Male,18.45,168.66,65.64,White,Biology,2002,Online
Male,19.78,170.85,64.88,White,Environmental Sciences,2001,Campus
Male,18.36,168.87,63.6,White,Biology,2000,Online
Male,21.08,171.59,66.01,White,Environmental Sciences,2002,Campus
Male,20.22,169.95,64.13,White,Mathematics and Statistics,2001,Online
Female,19.11,169.63,64.49,White,Environmental Sciences,2000,Online
Male,19.23,170.37,65.49,White,Biology,2002,Campus
Female,19.31,170.16,65.24,White,Environmental Sciences,2001,Online
Male,19.92,169.58,64.77,White,Economics and Finance,2000,Online
Female,19.45,170.51,64.73,White,Biology,2002,Campus
Male,19.32,170.26,63.25,White,Social Sciences,2001,Campus
Male,19.05,170.21,64.69,White,Economics and Finance,2000,Campus
Male,18.78,169.76,64.33,White,Environmental Sciences,2002,Online
Male,18.96,170.07,64.91,White,Political Science,2001,Online
Female,20.57,170.5,65.8,White,Biology,2000,Online
Male,18.47,169.18,63.42,White,Biology,2002,Campus
Male,18.1,168.35,62.54,White,Biology,2001,Campus
Female,19.01,168.32,64.26,White,Economics and Finance,2000,Online
Female,20.18,168.4,64.4,White,Political Science,2002,Online
Female,20.47,170.03,64.52,White,Social Sciences,2001,Campus
Female,18.73,168.45,64.07,White,Mathematics and Statistics,2000,Online
Male,20.9,170.8,64.86,White,Environmental Sciences,2002,Campus
Male,21.09,171.82,66.34,White,Social Sciences,2001,Campus
Male,19.63,169.18,64.88,White,Environmental Sciences,2000,Online
Male,18.95,168.68,64.53,White,Biology,2002,Online
Female,19.68,168.97,63.92,White,Biology,2001,Online
Female,19.81,170.11,64.21,White,Biology,2000,Online
Male,20.73,170.8,66.08,White,Economics and Finance,2002,Online
Male,19.79,168.22,65.12,White,Biology,2001,Online
Male,18.2,168.23,63.59,White,Biology,2000,Campus
Female,19.26,169.33,64.79,White,Biology,2002,Campus
Female,21.3,170.32,64.98,White,Social Sciences,2001,Online
Female,21.01,170.11,64.76,White,Social Sciences,2000,Campus
Female,21.67,171.47,65.83,White,Political Science,2002,Campus
Female,19.43,169.12,64.32,White,Economics and Finance,2001,Online
Male,19.59,167.93,64.1,White,Political Science,2000,Campus
Male,19.11,169.61,63.45,White,Mathematics and Statistics,2002,Online
Female,18.31,168.85,62.39,White,Biology,2001,Online
Male,20.51,169.79,64.72,White,Mathematics and Statistics,2000,Online
Male,21.26,170.55,65.9,White,Economics and Finance,2002,Campus
Female,19.45,169.21,64.79,White,Biology,2001,Campus
Male,20.18,169.78,64.97,White,Environmental Sciences,2000,Campus
Male,18.97,170.62,66.21,White,Mathematics and Statistics,2002,Online
Male,17.83,168.14,63.6,White,Mathematics and Statistics,2001,Online
Female,19.65,169.72,65.54,White,Economics and Finance,2000,Online
Male,18.03,168.86,65.12,White,Mathematics and Statistics,2002,Online
Female,19.16,170.24,65.13,White,Political Science,2001,Campus
Female,19.45,170.07,64.37,White,Environmental Sciences,2000,Campus
Female,19.85,170.43,65.2,White,Economics and Finance,2002,Online
Male,20.69,170.34,66.25,White,Biology,2001,Online
Male,19.38,169.65,66.46,White,Environmental Sciences,2000,Online
Male,19.84,169.45,65.95,White,Mathematics and Statistics,2002,Online
Female,19.5,171.57,66.05,White,Biology,2001,Campus
Male,20.92,171.04,66.34,White,Environmental Sciences,2000,Online
Male,19.24,169.51,63.79,White,Biology,2002,Online
Male,20.19,170.39,63.2,White,Environmental Sciences,2001,Online
Male,19.6,170.66,64.67,White,Mathematics and Statistics,2000,Online
Male,20.72,170.58,65.23,White,Environmental Sciences,2002,Campus
Female,20.29,170.24,64.21,White,Social Sciences,2001,Online
Female,19.86,170.05,64.53,White,Social Sciences,2000,Campus
Female,18.81,169.31,63.77,White,Social Sciences,2002,Campus
Female,19.46,168.94,65.9,White,Political Science,2001,Online
Female,19.66,169.55,64.26,White,Biology,2000,Campus
Male,20.65,171.12,65.8,White,Environmental Sciences,2002,Online
Female,19.81,168.87,64.22,White,Economics and Finance,2001,Online
Female,18.82,168.09,63.19,White,Biology,2000,Online
Female,20.29,171.22,65.4,White,Economics and Finance,2002,Online
Female,19.29,169.47,65.44,White,Economics and Finance,2001,Online
Female,21.32,169.98,65.05,White,Political Science,2000,Online
Female,20.14,169.42,64.18,White,Political Science,2002,Online
Female,21.28,170.04,64.2,White,Biology,2001,Online
Female,22.18,171.5,66.01,White,Biology,2000,Campus
Male,20.89,171.13,67,White,Mathematics and Statistics,2002,Online
Male,18.53,168.86,63.6,White,Economics and Finance,2001,Online
Female,19.43,170.06,64.85,White,Economics and Finance,2000,Campus
Male,17.24,168.64,63.62,White,Biology,2002,Campus
Female,20.73,170.46,66.06,White,Biology,2001,Online
Male,20.78,170.07,64.71,White,Environmental Sciences,2000,Online
Male,18.82,169.74,64.49,White,Biology,2002,Online
Female,19.23,168.74,63.55,White,Social Sciences,2001,Campus
Female,21.63,172.26,65.49,White,Environmental Sciences,2000,Online
Male,20.5,170.3,65.93,White,Political Science,2002,Campus
Male,19.04,169.51,63.93,White,Economics and Finance,2001,Campus
Female,21.43,171.38,65.07,White,Mathematics and Statistics,2000,Campus
Female,20.02,169.25,65.56,White,Biology,2002,Online
Female,21.18,170.37,64.52,White,Social Sciences,2001,Online
Male,18.97,169.06,64.24,White,Economics and Finance,2000,Campus
Female,18.26,168.85,64.58,White,Biology,2002,Campus
Female,20.74,170.09,64.56,White,Social Sciences,2001,Online
Female,21.57,171.24,65.7,White,Political Science,2000,Online
Female,20.76,170.28,66.19,White,Social Sciences,2002,Online
Male,20.41,169.95,64.78,White,Environmental Sciences,2001,Online
Male,20.64,170.97,65.37,White,Environmental Sciences,2000,Online
Female,20.42,170.56,64.82,White,Environmental Sciences,2002,Campus
Male,20.81,170.51,65.94,White,Social Sciences,2001,Campus
Female,19.27,168.78,64.41,White,Environmental Sciences,2000,Campus
Male,21.09,170.06,64.54,White,Economics and Finance,2002,Online
Female,19.39,170.2,66.09,White,Biology,2001,Campus
Male,20.96,170.31,65.93,White,Mathematics and Statistics,2000,Online
Female,18.59,169.7,64.49,White,Social Sciences,2002,Online
Female,20.88,171.32,65.58,White,Social Sciences,2001,Online
Female,20.84,171.23,65.76,White,Biology,2000,Online
Female,19.81,168.66,64.71,White,Political Science,2002,Online
Male,19.91,169.41,64.36,White,Political Science,2001,Online
Male,20.54,170.78,64.29,White,Economics and Finance,2000,Online
Male,21.2,170.82,66.15,White,Social Sciences,2002,Campus
Female,19.88,169.86,65.15,White,Biology,2001,Online
Female,17.41,167.14,63.62,White,Mathematics and Statistics,2000,Online
Male,19.98,171.1,64.58,White,Mathematics and Statistics,2002,Online
Female,20.32,169.81,66.2,White,Economics and Finance,2001,Campus
Male,20.69,170.2,65.89,White,Political Science,2000,Campus
Male,19.65,169.52,66.05,White,Environmental Sciences,2002,Campus
Male,21.87,170.21,63.35,White,Economics and Finance,2001,Online
Male,21.81,170.71,65.89,White,Social Sciences,2000,Online
Male,20.43,170.78,65.18,White,Political Science,2002,Online
Female,19.66,169.95,66,White,Environmental Sciences,2001,Campus
Female,19.62,169.68,66.18,White,Environmental Sciences,2000,Campus
Female,21.43,171.31,65.97,White,Environmental Sciences,2002,Online
Male,21.77,170.41,66.66,White,Social Sciences,2001,Campus
Male,20.67,169.6,63.72,White,Mathematics and Statistics,2000,Online
Female,21.75,170.89,66.47,White,Biology,2002,Online
Male,20.52,170.34,64.62,White,Economics and Finance,2001,Online
Female,21.31,170.2,64.86,White,Environmental Sciences,2000,Online
Male,20.32,170.74,64.5,White,Economics and Finance,2002,Campus
Male,20.4,170.25,66.15,White,Political Science,2001,Campus
Male,19.16,168.34,64.84,White,Economics and Finance,2000,Campus
Female,18.38,167.62,62.74,White,Biology,2002,Campus
Male,18.79,169.75,65.29,White,Environmental Sciences,2001,Campus
Female,21.11,171.41,65.58,White,Social Sciences,2000,Online
Male,21.34,171.02,66.97,White,Political Science,2002,Campus
Female,20.37,170.41,64.99,White,Political Science,2001,Campus
Female,20.51,171.79,65.34,White,Political Science,2000,Online
Male,19.31,168.61,64.92,White,Political Science,2002,Campus
Female,20.15,170.84,65.39,White,Mathematics and Statistics,2001,Campus
Male,20.54,169.75,65.33,White,Political Science,2000,Online
Male,20.26,169.88,65.87,White,Environmental Sciences,2002,Campus
Male,19.61,170.63,65.58,White,Biology,2001,Online
Female,20.52,169.45,65.44,White,Environmental Sciences,2000,Online
Female,18.71,168.96,62.98,White,Social Sciences,2002,Online
Male,20.56,170.36,66.12,White,Economics and Finance,2001,Online
Female,20.29,169.54,64.76,White,Mathematics and Statistics,2000,Online
Female,19.29,170.14,65.34,White,Biology,2002,Online
Male,20.8,172.39,66.21,White,Economics and Finance,2001,Online
Male,20.63,170.79,64.8,White,Political Science,2000,Online
Male,18.37,167.64,64.09,White,Biology,2002,Campus
Male,20.01,169.68,64.39,White,Biology,2001,Campus
Female,18.57,169.3,65.01,White,Social Sciences,2000,Campus
Female,19.08,169.72,64.21,White,Political Science,2002,Online
Male,21.3,170.48,64.44,White,Biology,2001,Online
Male,21.31,172.32,66.54,White,Environmental Sciences,2000,Online
Female,21.08,170.75,65.25,White,Economics and Finance,2002,Campus
Female,19.91,169.36,64.92,White,Biology,2001,Online
Female,18.44,170.63,66.06,White,Biology,2000,Campus
Female,20.41,169.67,64.05,White,Social Sciences,2002,Campus
Male,20.6,171.1,66.41,White,Biology,2001,Online
Male,22.11,170.56,65.74,White,Economics and Finance,2000,Online
Female,18.22,167.96,64.7,White,Economics and Finance,2002,Campus
Male,19.38,169.42,64.08,White,Mathematics and Statistics,2001,Online
Male,19.57,170.49,65.01,White,Economics and Finance,2000,Campus
Female,20.28,170.52,63.44,White,Environmental Sciences,2002,Online
Female,21.19,172.35,65.12,White,Biology,2001,Online
Male,21.25,169.46,64.57,White,Mathematics and Statistics,2000,Campus
Male,20.92,171.36,65.32,White,Biology,2002,Online
Male,19.64,169.7,64.5,White,Environmental Sciences,2001,Campus
Male,20.52,170.49,65.22,White,Environmental Sciences,2000,Campus
Female,19.06,169.81,65.71,White,Mathematics and Statistics,2002,Campus
Female,19.24,169.48,64.69,White,Biology,2001,Campus
Male,17.25,168.1,62.7,White,Environmental Sciences,2000,Online
Female,18.24,169.06,64.39,White,Biology,2002,Online
Female,20.79,170.31,65.76,White,Environmental Sciences,2001,Campus
Male,19.14,168.18,64.71,White,Social Sciences,2000,Campus
Male,20.95,170.87,66.87,White,Environmental Sciences,2002,Online
Female,19.64,169.3,64.29,White,Political Science,2001,Online
Female,20.02,168.91,63.64,White,Political Science,2000,Online
Female,19.06,168.89,64.95,White,Social Sciences,2002,Campus
Male,20.64,169.68,65.73,White,Mathematics and Statistics,2001,Online
Female,17.74,168.42,62.46,White,Biology,2000,Campus
Male,20.28,170.17,65.57,White,Social Sciences,2002,Campus
Male,19.62,169.08,64.96,White,Environmental Sciences,2001,Campus
Male,19.56,170.87,64.94,White,Environmental Sciences,2000,Online
Male,20.12,169.67,64.64,White,Political Science,2002,Online
Female,18.95,168.47,63.79,White,Political Science,2001,Online
Male,19.3,169.86,64.88,White,Economics and Finance,2000,Online
Male,21.48,171.77,65.71,White,Economics and Finance,2002,Online
Female,19.42,170.28,64.96,White,Social Sciences,2001,Campus
Male,20.46,170.92,66.87,White,Environmental Sciences,2000,Campus
Male,20.21,170.04,64.37,White,Economics and Finance,2002,Online
Female,19.24,168.41,63.1,White,Political Science,2001,Online
Male,20.64,171.04,65.42,White,Political Science,2000,Online
Female,18.69,169.2,64.55,White,Biology,2002,Campus
Female,19.59,169.57,65.93,White,Biology,2001,Online
Female,19.63,170.01,66.11,White,Political Science,2000,Campus
Male,19.61,169.27,64.94,White,Economics and Finance,2002,Online
Male,21.09,171.99,65.54,White,Mathematics and Statistics,2001,Online
Female,19.14,169.87,66.29,White,Social Sciences,2000,Campus
Male,21.09,170.07,64.82,White,Mathematics and Statistics,2002,Campus
Female,21.17,170.7,66,White,Environmental Sciences,2001,Campus
Male,21.17,171.17,66.01,White,Political Science,2000,Online
Female,19.37,170.56,64.71,White,Economics and Finance,2002,Campus
Male,20.83,170.97,67.05,White,Environmental Sciences,2001,Online
Male,20.2,171.57,64.81,White,Environmental Sciences,2000,Campus
Male,20.84,170.57,65.83,White,Environmental Sciences,2002,Campus
Female,20.17,171.3,65.83,White,Biology,2001,Online
Male,18.21,169.2,64.14,White,Biology,2000,Campus
Female,20.01,169.18,64.37,White,Social Sciences,2002,Online
Male,19.27,169.15,65.06,White,Environmental Sciences,2001,Online
Male,18.4,167.9,64.32,White,Biology,2000,Online
Male,20.17,170.78,64.64,White,Environmental Sciences,2002,Online
Female,19.76,169.23,64.46,White,Political Science,2001,Campus
Male,19.6,170.05,65.05,White,Social Sciences,2000,Online
Male,20.04,169.56,63.69,White,Social Sciences,2002,Campus
Female,18.71,169.21,63.68,White,Biology,2001,Online
Male,19.77,169.68,65.03,White,Biology,2000,Online
Female,21.38,171.51,66.11,White,Social Sciences,2002,Online
Male,18.94,169.57,64.64,White,Mathematics and Statistics,2001,Online
